Текстура,3D / Трехмерная,"['ARKSHADE', '3D WALL DESIGN', 'MEK', 'BRAVE', 'DWELL']"
Текстура,Арт,"['3D WALL DESIGN', 'EWALL', 'ARTY', 'MARK WALL&FLOOR DESIGN']"
Текстура,Бетон / Цемент / Штукатурка,"['MEK', 'DWELL', 'EWALL', 'ARTY', 'MARK WALL&FLOOR DESIGN', 'EVOLVE', 'EVER', 'STUDIO', 'SUBLIME', 'VIEW']"
Текстура,Геометрический рисунок,"['MARVEL PRO', '3D WALL DESIGN', 'MARVEL', 'BRAVE', 'DWELL', 'BRILLIANT', 'ADVANCE', 'FIBRA', 'ADORE', 'GLOW', 'INTENSITY', 'SUBLIME']"
Текстура,Дамаскато / Вензеля,"['MARVEL PRO', 'MARVEL', 'BRILLIANT', 'MAGNIFIQUE', 'MARK WALL&FLOOR DESIGN', 'SUNROCK', 'RADIANCE', 'SUBLIME', 'SPARK']"
Текстура,Дерево / Керамический паркет,"['NID', 'ETIC PRO', 'ETIC', 'AXI', 'BORD', 'DOGA']"
Текстура,Имитация кирпичной кладки,[]
Текстура,Имитация кожи,[]
Текстура,Камень,"['MARVEL STONE', 'MARVEL GEMS', 'BRAVE', 'KONE', 'EVOLVE', 'TREK', 'DOLMEN', 'SUNROCK', 'SEASTONE', 'ADVANCE', 'EXTEND', 'TRUST', 'STAY', 'MILESTONE']"
Текстура,Котто /имитация/,['DOLMEN']
Текстура,Кракле,[]
Текстура,Металл,[]
Текстура,Моноколор,"['ARKSHADE', '3D WALL DESIGN', 'MAGNIFIQUE', 'GREENCOLORS', 'CHROMA', 'INTENSITY']"
Текстура,Мрамор,"['MARVEL STONE', 'MARVEL PRO', 'MARVEL', 'MARVEL GEMS', 'MARVEL XL', 'BRICK ATELIER', 'STYLE', 'SUNROCK']"
Текстура,Оникс,[]
Текстура,Патчворк,[]
Текстура,Ткань,"['ROOM', 'BRILLIANT', 'FIBRA', 'ADORE', 'GLOW', 'SPARK']"
Текстура,Травертин,"['MARVEL PRO', 'STYLE', 'SUNROCK']"
Текстура,Цветы / Растения,"['BRILLIANT', 'EWALL', 'MAGNIFIQUE', 'MARK WALL&FLOOR DESIGN', 'RADIANCE', 'ADORE', 'INTENSITY']"
Текстура,Этнический рисунок,[]
